TIME (HH:MM:SS),DATE (MM/DD/YYYY),FILE NAME,SITE NAME,USER ID,FAULT CODE,BAROMETER MMHG,COND µS/CM,SPCOND µS/CM,TDS MG/L,SAL PSU,NLF COND µS/CM,DEPTH M,VERTICAL POSITION M,PRESSURE PSI A,ODO % SAT,ODO MG/L,ORP MV,PH,PH MV,TEMP °C,TURBIDITY FNU,TSS MG/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:16:35 PM,5/20/2024,240520-130959-_-Trout%20Bog.bin,Trout Bog,Charles,0,716.2,12.7,21.3,14,0.01,21.6,4.997,5.24,7.107,-4,-0.53,103.2,4.32,111.5,3.718,0.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:16:33 PM,5/20/2024,240520-130959-_-Trout%20Bog.bin,Trout Bog,Charles,0,716.2,12.7,21.3,14,0.01,21.6,4.968,5.222,7.066,-4,-0.53,104,4.31,111.8,3.716,0.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:16:31 PM,5/20/2024,240520-130959-_-Trout%20Bog.bin,Trout Bog,Charles,0,716.2,12.6,21.3,14,0.01,21.6,4.946,5.202,7.034,-4,-0.53,104.5,4.31,112,3.716,0.37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:16:29 PM,5/20/2024,240520-130959-_-Trout%20Bog.bin,Trout Bog,Charles,0,716.2,12.6,21.3,14,0.01,21.6,4.924,5.19,7.002,-4,-0.53,105.2,4.31,112.2,3.715,0.38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:16:27 PM,5/20/2024,240520-130959-_-Trout%20Bog.bin,Trout Bog,Charles,0,716.2,12.6,21.3,14,0.01,21.5,4.898,5.128,6.966,-4,-0.52,105.8,4.3,112.5,3.714,0.38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:16:25 PM,5/20/2024,240520-130959-_-Trout%20Bog.bin,Trout Bog,Charles,0,716.2,12.6,21.3,14,0.01,21.5,4.871,5.112,6.927,-3.9,-0.52,106.6,4.3,112.8,3.713,0.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:16:23 PM,5/20/2024,240520-130959-_-Trout%20Bog.bin,Trout Bog,Charles,0,716.2,12.6,21.3,14,0.01,21.5,4.845,5.073,6.891,-3.9,-0.52,107.3,4.29,113,3.712,0.38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:16:21 PM,5/20/2024,240520-130959-_-Trout%20Bog.bin,Trout Bog,Charles,0,716.2,12.6,21.2,14,0.01,21.5,4.824,5.073,6.86,-3.9,-0.52,107.8,4.29,113.2,3.712,0.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:16:19 PM,5/20/2024,240520-130959-_-Trout%20Bog.bin,Trout Bog,Charles,0,716.2,12.6,21.2,14,0.01,21.5,4.798,5.007,6.823,-3.9,-0.51,108.5,4.28,113.5,3.711,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:16:17 PM,5/20/2024,240520-130959-_-Trout%20Bog.bin,Trout Bog,Charles,0,716.2,12.6,21.2,14,0.01,21.5,4.774,5.005,6.79,-3.9,-0.51,109.2,4.28,113.7,3.711,0.41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:16:15 PM,5/20/2024,240520-130959-_-Trout%20Bog.bin,Trout Bog,Charles,0,716.2,12.6,21.2,14,0.01,21.5,4.744,4.951,6.747,-3.8,-0.51,109.9,4.27,114,3.714,0.41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:16:13 PM,5/20/2024,240520-130959-_-Trout%20Bog.bin,Trout Bog,Charles,0,716.2,12.6,21.2,14,0.01,21.4,4.715,4.95,6.706,-3.8,-0.5,110.6,4.27,114.3,3.718,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:16:11 PM,5/20/2024,240520-130959-_-Trout%20Bog.bin,Trout Bog,Charles,0,716.2,12.6,21.2,14,0.01,21.4,4.697,4.936,6.68,-3.8,-0.5,111.3,4.26,114.5,3.723,0.38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:16:09 PM,5/20/2024,240520-130959-_-Trout%20Bog.bin,Trout Bog,Charles,0,716.2,12.6,21.2,14,0.01,21.4,4.668,4.916,6.639,-3.8,-0.5,112,4.26,114.8,3.724,0.38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:16:07 PM,5/20/2024,240520-130959-_-Trout%20Bog.bin,Trout Bog,Charles,0,716.2,12.6,21.1,14,0.01,21.4,4.643,4.883,6.603,-3.7,-0.49,112.7,4.26,115,3.726,0.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:16:05 PM,5/20/2024,240520-130959-_-Trout%20Bog.bin,Trout Bog,Charles,0,716.2,12.5,21.1,14,0.01,21.4,4.613,4.833,6.561,-3.7,-0.49,113.4,4.25,115.3,3.725,0.38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:16:03 PM,5/20/2024,240520-130959-_-Trout%20Bog.bin,Trout Bog,Charles,0,716.2,12.5,21.1,14,0.01,21.4,4.586,4.829,6.523,-3.7,-0.49,114.2,4.25,115.5,3.721,0.38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:16:01 PM,5/20/2024,240520-130959-_-Trout%20Bog.bin,Trout Bog,Charles,0,716.2,12.5,21.1,14,0.01,21.4,4.563,4.787,6.49,-3.7,-0.49,114.8,4.24,115.8,3.717,0.38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:15:59 PM,5/20/2024,240520-130959-_-Trout%20Bog.bin,Trout Bog,Charles,0,716.2,12.5,21.1,14,0.01,21.3,4.534,4.762,6.448,-3.7,-0.48,115.5,4.24,116,3.715,0.36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:15:57 PM,5/20/2024,240520-130959-_-Trout%20Bog.bin,Trout Bog,Charles,0,716.2,12.5,21,14,0.01,21.3,4.51,4.774,6.414,-3.6,-0.48,116.2,4.23,116.3,3.713,0.37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:15:55 PM,5/20/2024,240520-130959-_-Trout%20Bog.bin,Trout Bog,Charles,0,716.2,12.5,21,14,0.01,21.3,4.484,4.716,6.377,-3.6,-0.48,116.9,4.23,116.5,3.713,0.37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:15:53 PM,5/20/2024,240520-130959-_-Trout%20Bog.bin,Trout Bog,Charles,0,716.3,12.5,21,14,0.01,21.2,4.455,4.731,6.336,-3.6,-0.48,117.7,4.22,116.8,3.712,0.37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:15:51 PM,5/20/2024,240520-130959-_-Trout%20Bog.bin,Trout Bog,Charles,0,716.2,12.4,21,14,0.01,21.2,4.434,4.699,6.306,-3.6,-0.47,118.4,4.22,117,3.714,0.36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:15:49 PM,5/20/2024,240520-130959-_-Trout%20Bog.bin,Trout Bog,Charles,0,716.2,12.4,20.9,14,0.01,21.2,4.401,4.666,6.26,-3.5,-0.47,119.1,4.21,117.3,3.716,0.37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:15:47 PM,5/20/2024,240520-130959-_-Trout%20Bog.bin,Trout Bog,Charles,0,716.2,12.4,20.9,14,0.01,21.2,4.381,4.645,6.231,-3.5,-0.47,119.8,4.21,117.5,3.716,0.37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:15:45 PM,5/20/2024,240520-130959-_-Trout%20Bog.bin,Trout Bog,Charles,0,716.1,12.4,20.9,14,0.01,21.2,4.351,4.587,6.187,-3.5,-0.46,120.6,4.21,117.7,3.716,0.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:15:43 PM,5/20/2024,240520-130959-_-Trout%20Bog.bin,Trout Bog,Charles,0,716.2,12.4,20.9,14,0.01,21.2,4.327,4.6,6.153,-3.5,-0.46,121.4,4.2,118,3.718,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:15:41 PM,5/20/2024,240520-130959-_-Trout%20Bog.bin,Trout Bog,Charles,0,716.2,12.4,20.9,14,0.01,21.2,4.304,4.538,6.122,-3.4,-0.45,122,4.2,118.2,3.72,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:15:39 PM,5/20/2024,240520-130959-_-Trout%20Bog.bin,Trout Bog,Charles,0,716.2,12.4,20.9,14,0.01,21.1,4.278,4.509,6.083,-3.4,-0.45,122.7,4.19,118.4,3.727,0.41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:15:37 PM,5/20/2024,240520-130959-_-Trout%20Bog.bin,Trout Bog,Charles,0,716.2,12.4,20.8,14,0.01,21.1,4.254,4.508,6.05,-3.4,-0.45,123.6,4.19,118.6,3.732,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:15:35 PM,5/20/2024,240520-130959-_-Trout%20Bog.bin,Trout Bog,Charles,0,716.2,12.4,20.8,14,0.01,21.1,4.227,4.441,6.011,-3.4,-0.44,124.3,4.19,118.9,3.737,0.42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:15:33 PM,5/20/2024,240520-130959-_-Trout%20Bog.bin,Trout Bog,Charles,0,716.2,12.4,20.8,14,0.01,21.1,4.197,4.433,5.969,-3.3,-0.44,125.2,4.18,119.2,3.743,0.43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:15:31 PM,5/20/2024,240520-130959-_-Trout%20Bog.bin,Trout Bog,Charles,0,716.2,12.4,20.8,14,0.01,21.1,4.178,4.39,5.941,-3.3,-0.44,125.8,4.18,119.4,3.744,0.43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:15:29 PM,5/20/2024,240520-130959-_-Trout%20Bog.bin,Trout Bog,Charles,0,716.2,12.4,20.8,14,0.01,21.1,4.156,4.398,5.911,-3.3,-0.43,126.6,4.17,119.6,3.748,0.43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:15:27 PM,5/20/2024,240520-130959-_-Trout%20Bog.bin,Trout Bog,Charles,0,716.2,12.4,20.8,14,0.01,21.1,4.13,4.332,5.874,-3.3,-0.43,127.3,4.17,119.9,3.748,0.45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:15:25 PM,5/20/2024,240520-130959-_-Trout%20Bog.bin,Trout Bog,Charles,0,716.2,12.3,20.8,14,0.01,21.1,4.106,4.327,5.84,-3.2,-0.43,128.1,4.16,120.1,3.744,0.46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:15:23 PM,5/20/2024,240520-130959-_-Trout%20Bog.bin,Trout Bog,Charles,0,716.2,12.3,20.8,14,0.01,21,4.08,4.334,5.802,-3.2,-0.42,128.9,4.16,120.3,3.741,0.45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:15:21 PM,5/20/2024,240520-130959-_-Trout%20Bog.bin,Trout Bog,Charles,0,716.2,12.3,20.8,14,0.01,21,4.061,4.288,5.776,-3.2,-0.42,129.5,4.15,120.6,3.74,0.43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:15:19 PM,5/20/2024,240520-130959-_-Trout%20Bog.bin,Trout Bog,Charles,0,716.2,12.3,20.8,14,0.01,21,4.038,4.267,5.743,-3.2,-0.42,130.3,4.15,120.8,3.739,0.43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
